SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
531471,DUKE OFFSHOR,X ,Q,19.15,20.50,19.15,20.40,20.45,19.60,56,6044,122295.00,
531472,CYBELE IND  ,XT,Q,7.29,7.29,7.29,7.29,7.29,7.43,6,930,6779.00,
531489,CG-VAK SOFTW,X ,Q,36.05,41.95,34.75,36.30,36.15,38.50,9,228,8409.00,
531494,NAVKAR BUILD,X ,Q,25.00,25.00,20.70,24.25,24.25,23.00,9,568,12240.00,
531497,MADHUCON PRJ,B ,Q,6.94,6.94,6.59,6.59,6.59,6.93,25,18493,121958.00,
531499,SYBLY INDS. ,X ,Q,2.20,2.20,2.20,2.20,2.20,2.31,1,30,66.00,
531500,RAJESH EXPO.,A ,Q,658.50,660.40,657.00,657.30,657.00,657.25,395,43303,28485156.00,
531502,ESAAR (I)LTD,X ,Q,2.33,2.33,2.33,2.33,2.33,2.37,10,12096,28183.00,
531503,MARIS SPIN. ,X ,Q,54.10,54.10,49.05,54.10,54.10,51.60,8,904,46078.00,
531508,EVEREADY (I),B ,Q,89.15,91.40,87.30,89.55,89.50,90.00,86,8128,731595.00,
531512,ORIENT TRADE,X ,Q,6.76,7.25,6.76,7.17,7.14,7.08,200,150434,1074646.00,
531518,VIKASPROP   ,X ,Q,10.87,10.87,10.87,10.87,10.87,11.09,78,37500,407625.00,
531524,I.C.S.A. IND,T ,Q,1.03,1.03,1.03,1.03,1.03,1.08,1,10,10.00,
531531,HATSUN AGRO ,A ,Q,704.35,717.45,704.35,716.00,716.00,717.35,12,55,39173.00,
531539,RISHABH DIGH,X ,Q,36.00,36.00,33.15,33.50,33.50,34.20,38,1190,40183.00,
531540,MARUTI INFRA,X ,Q,18.50,18.80,18.50,18.55,18.55,18.00,41,4005,74376.00,
531541,AVONLIFE    ,Z ,Q,2.41,2.60,2.41,2.60,2.60,2.50,4,1450,3673.00,
531543,JINDAL WORLD,B ,Q,75.30,75.30,73.70,73.85,74.00,74.00,99,27779,2058938.00,
531548,SOMANY CRAM ,B ,Q,431.00,440.00,426.40,436.30,437.50,428.20,134,1352,585746.00,
531556,CORAL (I)FIN,B ,Q,16.50,16.50,15.30,15.40,15.30,15.85,2,168,2588.00,
531569,SANJIVANI PA,XT,Q,7.99,7.99,7.99,7.99,7.99,7.62,1,15,119.00,
531591,BAMPSL SECUR,X ,Q,1.43,1.43,1.43,1.43,1.43,1.50,1,42,60.00,
531592,GENPHARMA   ,XT,Q,12.50,12.50,12.50,12.50,12.50,12.26,2,200,2500.00,
531595,CGCL        ,B ,Q,175.20,176.70,167.00,168.20,168.20,175.15,1021,237767,40691056.00,
531599,FDC LIMITED ,B ,Q,181.40,181.40,176.05,177.30,177.30,182.30,86,1305,233232.00,
531608,GORANI INDUS,X ,Q,17.20,17.20,15.60,15.60,15.60,16.40,3,5,79.00,
531609,KG PETROCHEM,XT,Q,90.25,90.25,90.25,90.25,90.25,94.95,2,50,4512.00,
531613,MAL         ,XT,Q,1.45,1.45,1.45,1.45,1.45,1.52,1,200,290.00,
531624,COUNTRY COND,T ,Q,3.79,3.79,3.61,3.61,3.61,3.79,7,1227,4447.00,
531633,LINCOLN PHAR,B ,Q,168.05,169.30,166.80,167.05,166.80,167.00,68,1549,259029.00,
531637,SWORD &SHIEL,XT,Q,4.92,4.92,4.92,4.92,4.92,4.83,1,1,4.00,
531642,MARICOLTD   ,A ,Q,376.25,379.25,374.75,376.10,376.10,376.85,382,19987,7525788.00,
531661,HITTCO TOOLS,XT,Q,7.33,7.33,7.33,7.33,7.33,7.71,2,100,733.00,
531663,YUVRAAJHPL  ,XT,Q,0.60,0.60,0.60,0.60,0.60,0.61,1,1,0.00,
531667,RRMETAL     ,X ,Q,27.50,27.50,22.50,24.40,25.70,25.00,39,4080,98603.00,
531687,KARUTURI GLO,T ,Q,1.08,1.08,1.04,1.04,1.04,1.09,33,180334,187548.00,
531688,PRITHVIEXCH ,X ,Q,35.05,36.25,35.05,36.25,36.25,34.55,15,4580,165966.00,
531717,VIDHIING    ,B ,Q,70.90,71.00,69.15,69.60,69.25,71.15,145,20108,1406390.00,
531719,BHAGIRA.CHEM,X ,Q,490.15,500.00,490.00,499.95,499.00,502.95,8,1080,538930.00,
531723,STAMPEDE CAP,T ,Q,1.09,1.09,1.09,1.09,1.09,1.14,13,6538,7126.00,
531726,PANCHSHEEL O,X ,Q,64.00,64.00,64.00,64.00,64.00,61.95,1,250,16000.00,
531727,MENON PISTON,X ,Q,19.20,19.20,18.70,18.70,18.70,18.85,47,6463,121544.00,
531737,GREENCREST  ,X ,Q,1.08,1.08,1.08,1.08,1.08,1.10,15,9776,10558.00,
531739,GENNEX LAB  ,X ,Q,3.80,3.84,3.69,3.78,3.77,3.75,77,33165,124777.00,
531761,APOLLOPIPES ,X ,Q,399.50,400.00,391.15,392.95,392.00,398.10,59,2007,793060.00,
531768,POLY MEDICUR,B ,Q,186.00,186.00,180.10,183.25,181.00,185.15,21,53,9703.00,
531769,PFL INFOTECH,Z ,Q,10.00,10.00,10.00,10.00,10.00,9.53,1,100,1000.00,
531795,ATUL AUTO   ,B ,Q,284.10,290.00,284.10,289.90,288.00,287.75,19,493,141987.00,
531802,PRERNA INFR ,XT,Q,22.80,24.50,22.40,23.55,24.50,23.45,8,2375,54187.00,
531814,TIRUPATI SAR,X ,Q,12.98,12.98,11.50,12.20,12.34,12.27,98,17061,203772.00,
531822,RODIUM      ,X ,Q,116.10,116.10,113.00,114.50,114.50,115.10,18,3934,452169.00,
531842,LAHOTI OVER.,X ,Q,17.00,18.20,17.00,17.55,17.55,17.45,7,1327,22975.00,
531845,ZENITH BIRLA,T ,Q,0.45,0.45,0.45,0.45,0.45,0.47,3,1018,458.00,
531859,ORIENTAL VEN,X ,Q,55.50,57.80,54.00,54.10,54.10,54.10,21,5179,284787.00,
531861,JOINDRE CAPI,X ,Q,16.50,16.50,15.85,16.25,16.50,16.25,26,2185,35061.00,
531862,BHARATAGRI  ,X ,Q,110.00,114.95,108.40,109.60,111.30,112.55,44,2249,246853.00,
531867,UNITECH INTE,X ,Q,5.89,6.17,5.89,6.17,6.17,6.19,4,701,4241.00,
531869,SACHETA MET.,X ,Q,17.50,18.20,17.05,18.00,18.00,17.60,28,4850,86629.00,
531878,ANJANI FINL ,X ,Q,2.56,2.56,2.56,2.56,2.56,2.69,1,100,256.00,
531879,PIONEER DIS.,B ,Q,127.50,140.00,123.75,133.30,132.95,127.10,22,387,51116.00,
531882,KWALITYLTD  ,B ,Q,4.58,4.58,4.10,4.14,4.14,4.43,321,220319,920837.00,
531888,REXNORD ELE.,X ,Q,29.00,29.00,27.50,27.95,28.00,27.35,15,2556,71135.00,
531889,INTEG.TECH. ,XT,Q,1.13,1.13,1.13,1.13,1.13,1.18,1,40,45.00,
531892,KHANDWALA SE,B ,Q,14.25,14.25,14.25,14.25,14.25,14.03,1,100,1425.00,
531898,SANGUINE MD ,XT,Q,0.19,0.19,0.19,0.19,0.19,0.19,1,100,19.00,
531909,SWAGRUHA    ,XT,Q,5.39,5.40,5.36,5.40,5.40,5.40,18,280,1507.00,
531917,TWINSTAR SOF,Z ,Q,1.50,1.50,1.50,1.50,1.50,1.57,2,5000,7500.00,
531921,AGAR IND COR,B ,Q,150.00,150.00,143.70,145.60,147.50,148.70,19,867,127507.00,
531925,SHANTANU SHE,XT,Q,1.11,1.11,1.06,1.06,1.06,1.11,5,2002,2222.00,
531950,VERTEX SEC. ,X ,Q,1.70,1.70,1.45,1.45,1.45,1.60,22,21860,31846.00,
531952,RIBA TEXTILS,X ,Q,74.50,75.00,69.10,70.40,70.40,73.45,152,28587,2094862.00,
531972,TRIDENTTOOL ,XT,Q,11.25,11.25,11.25,11.25,11.25,11.80,1,9,101.00,
531977,CHARTERLOGIS,XT,Q,4.85,5.14,4.77,4.85,4.85,4.91,26,21943,106527.00,
531978,AMBIKA COTTO,B ,Q,1081.40,1104.00,1080.05,1090.00,1090.00,1096.35,56,134,146908.00,
531979,HIND ALUMIN ,X ,Q,61.95,64.30,60.00,62.50,62.50,61.65,16,701,43491.00,
531982,SPECTR FOOD ,XT,Q,45.15,45.15,45.15,45.15,45.15,43.00,1,1,45.00,
532015,GRAVITY (I) ,X ,Q,1.95,1.95,1.95,1.95,1.95,1.86,2,704,1372.00,
532029,SINDHU TRADE,XT,Q,114.00,114.00,114.00,114.00,114.00,114.00,1,2,228.00,
532033,JAIN STUDIOS,Z ,Q,2.67,2.67,2.67,2.67,2.67,2.66,1,35,93.00,
532034,SAFALHBS    ,Z ,Q,1.12,1.12,1.06,1.12,1.12,1.07,13,42954,46755.00,
532035,UNISTAR MULT,XT,Q,3.99,3.99,3.99,3.99,3.99,4.20,1,499,1991.00,
532039,ZENOTECH    ,X ,Q,20.00,20.85,19.95,20.00,20.00,20.05,42,36146,724601.00,
532051,SWELECT     ,B ,Q,230.00,230.00,220.20,222.85,222.10,222.00,25,174,38889.00,
532053,WALLFORT FIN,X ,Q,32.35,32.35,26.35,31.20,31.20,30.50,6,105,2859.00,
532054,KDDL LTD    ,B ,Q,386.00,444.00,385.05,437.00,437.00,450.00,9,475,200548.00,
532067,KILPEST (I) ,X ,Q,90.60,95.00,90.60,90.65,90.60,92.55,38,3679,339093.00,
532070,SUPERB PAPER,X ,Q,18.30,18.50,17.95,18.20,18.20,18.25,18,26890,490812.00,
532081,KSERASERA   ,B ,Q,0.19,0.19,0.19,0.19,0.19,0.19,5,92402,17556.00,
532090,VANDANA     ,XT,Q,0.20,0.20,0.20,0.20,0.20,0.21,2,451,90.00,
532092,SAGARPROD   ,XT,Q,6.10,6.10,6.06,6.06,6.06,6.37,4,605,3670.00,
532113,BRIJLAXMI LE,X ,Q,1.36,1.36,1.36,1.36,1.36,1.38,2,1001,1361.00,
532123,BSE  INFRA  ,B ,Q,1.67,1.68,1.62,1.68,1.68,1.70,11,13240,22099.00,
532124,RELIAB VEN  ,X ,Q,13.00,13.00,13.00,13.00,13.00,12.50,4,1001,13013.00,
532129,HEXAWARE TEC,A ,Q,348.80,349.00,345.00,346.15,346.00,349.70,292,13169,4569453.00,
532134,BANKBARODA  ,A ,Q,121.00,122.50,119.95,121.25,121.25,121.20,3320,995105,120399196.00,
532141,ANDHRA CEMEN,T ,Q,4.16,4.24,4.00,4.19,4.19,4.20,14,3980,16482.00,
532143,SKM EGG PROD,B ,Q,41.95,43.45,41.70,42.25,42.60,43.10,45,4150,175305.00,
532144,WELCORP     ,A ,Q,139.00,143.35,138.00,139.10,139.55,139.35,539,40137,5608074.00,
532145,H.S.(I) LTD.,X ,Q,8.25,8.25,8.25,8.25,8.25,8.25,1,100,825.00,
532149,BNK OF INDIA,A ,Q,88.05,89.90,87.35,87.90,87.90,88.70,1871,677375,59854125.00,
532150,INDRAPRAST  ,B ,Q,38.65,39.05,38.60,38.70,38.60,39.10,16,439,16970.00,
532155,GAIL (I) LTD,A ,Q,307.50,312.30,306.00,310.25,310.25,306.10,2739,217803,67518931.00,
532156,VAIBHAVGBL  ,B ,Q,791.75,804.00,785.00,801.10,804.00,799.90,111,2622,2076232.00,
532159,TRESCON     ,X ,Q,81.00,81.80,80.00,80.00,80.00,78.00,8,1225,98700.00,
532162,JK PAPER    ,B ,Q,126.05,130.00,126.05,127.95,127.90,127.65,543,44374,5717115.00,
532163,SAREGAMA (I),B ,Q,552.70,552.70,539.40,543.20,542.50,545.45,29,118,64545.00,
532173,CYBERTECH   ,B ,Q,47.00,47.50,45.30,46.60,47.50,47.10,8,263,12306.00,
532174,ICICI BANK  ,A ,Q,422.50,422.50,414.90,418.00,418.00,421.45,3621,300730,125491676.00,
532175,CYIENT      ,A ,Q,562.00,565.95,560.50,562.60,560.55,563.50,72,1107,623783.00,
532178,ENGINRS.(I) ,A ,Q,119.00,120.00,117.00,117.60,117.80,118.75,623,68898,8172393.00,
532179,CORPN.BANK  ,A ,Q,23.80,24.35,23.80,24.10,24.00,23.95,49,3965,95615.00,
532180,DHANALAK.BNK,B ,Q,17.55,18.15,17.55,17.95,17.90,17.65,77,19687,352721.00,
532181,GUJ.MINERAL ,A ,Q,75.40,77.25,75.05,75.45,75.45,75.50,141,6181,468668.00,
532183,GAYATRI SUGR,X ,Q,2.39,2.40,2.28,2.28,2.28,2.40,8,3100,7336.00,
532187,INDUSIND BNK,A ,Q,1594.00,1601.75,1560.65,1567.75,1567.75,1587.25,3918,120925,191231790.00,
532189,INDIA TOURIS,B ,Q,275.60,277.50,272.00,272.75,273.20,275.10,91,2129,583939.00,
532209,J & K BANK  ,A ,Q,48.50,48.50,42.30,43.95,43.95,48.70,3531,601921,26904182.00,
532210,CITY UNION  ,A ,Q,217.70,218.10,215.65,217.45,217.60,217.55,262,16445,3570324.00,
532212,ARCHIES LTD ,B ,Q,21.95,22.40,21.90,22.15,22.25,21.95,8,1023,22489.00,
532215,AXIS BANK   ,A ,Q,816.00,816.00,809.50,812.35,812.35,814.95,3372,254786,206823625.00,
532216,HB STOCKHOL.,B ,Q,8.38,8.40,7.68,8.24,8.39,7.81,8,253,2092.00,
532218,SOUTH IND.BK,A ,Q,13.66,13.74,13.48,13.60,13.60,13.66,701,478595,6492164.00,
532219,ENERGY DEV. ,B ,Q,6.56,6.56,6.56,6.56,6.56,6.70,1,400,2624.00,
532221,SONATA SOFT.,A ,Q,359.80,359.80,349.70,353.60,352.80,355.00,209,2953,1040118.00,
532230,BENGAL TEA &,X ,Q,35.00,35.00,35.00,35.00,35.00,35.95,1,24,840.00,
532234,NAT.ALUM    ,A ,Q,50.00,50.60,49.40,49.55,49.55,49.80,1042,397630,19865939.00,
532240,INDIA NIPPON,B ,Q,420.00,420.00,408.25,409.90,410.00,415.05,43,208,85590.00,
532259,APAR INDUS. ,B ,Q,631.00,631.70,620.00,620.60,620.00,628.05,27,101,62936.00,
532262,TCI INDUS.  ,XT,Q,850.00,860.00,850.00,856.65,860.00,860.00,2,15,12850.00,
532268,ACCELYA     ,B ,Q,884.40,898.90,884.40,897.65,897.65,894.00,11,37,32814.00,
532271,CYBERMATE   ,X ,Q,2.24,2.25,2.10,2.15,2.17,2.07,54,61489,132500.00,
532275,LANDMARC LEI,XT,Q,0.39,0.39,0.39,0.39,0.39,0.41,1,5,1.00,
532276,SYNDICATE BN,A ,Q,34.45,35.20,34.10,34.70,34.70,34.45,523,270443,9375533.00,
532281,HCL TECHNO  ,A ,Q,1109.00,1110.00,1091.60,1106.55,1106.55,1107.45,699,17932,19743334.00,
532282,CASTEXTECH  ,T ,Q,0.84,0.84,0.78,0.78,0.78,0.80,15,6498,5128.00,
532284,TCFC FINANCE,X ,Q,28.50,28.50,28.00,28.00,28.00,28.00,8,263,7388.00,
532285,GEOJITFSL   ,B ,Q,34.40,34.45,34.00,34.30,34.20,34.30,36,3935,134213.00,
532286,JINDAL STE  ,A ,Q,163.45,170.75,162.00,165.70,165.70,162.10,4013,610011,102069602.00,
532290,BLB LTD.    ,T ,Q,4.51,4.88,4.49,4.49,4.49,4.72,16,1957,8804.00,
532296,GLENMARK PHA,A ,Q,534.90,548.00,522.00,523.70,523.70,527.65,486,12448,6545824.00,
532300,WOCKHARDT   ,A ,Q,396.65,399.55,385.50,387.50,387.50,396.25,1207,69762,27311885.00,
532301,TATA COFFEE ,B ,Q,86.00,86.75,85.70,86.30,86.45,86.40,180,14050,1210669.00,
532304,KJMCCORP    ,X ,Q,21.40,21.40,21.40,21.40,21.40,22.50,3,300,6420.00,
532305,IND-SWIFT LA,B ,Q,36.00,36.60,34.50,34.95,36.00,36.25,83,13751,490957.00,
532309,GEPIL       ,B ,Q,864.00,868.90,861.10,861.70,861.70,860.60,32,230,198919.00,
532310,SHREE RAMA  ,B ,Q,5.00,5.50,4.90,5.25,5.25,5.00,47,10078,51309.00,
532313,MAHINDRALIFE,A ,Q,420.95,425.60,420.05,420.55,420.60,421.80,7,14,5909.00,
532320,VAARAD      ,X ,Q,7.23,7.23,7.23,7.23,7.23,7.61,1,10,72.00,
532321,CADILA HEALT,A ,Q,252.70,254.10,245.00,246.05,246.05,251.25,807,57888,14430582.00,
532323,SHIVA CEMENT,X ,Q,13.30,13.85,13.30,13.60,13.46,13.23,196,121560,1649616.00,
532324,CINEVISTA   ,T ,Q,5.85,5.90,5.85,5.90,5.90,6.11,3,750,4417.00,
532326,INTENS TECH ,B ,Q,33.10,33.65,32.80,33.65,33.65,33.10,3,300,9955.00,
532330,BIOPAC INDIA,XT,Q,4.01,4.20,4.01,4.18,4.18,4.22,5,1510,6229.00,
532331,AJANTA PHARM,A ,Q,990.40,1003.00,985.00,992.95,993.20,997.60,251,6377,6343821.00,
532333,HB PORTFOLIO,X ,Q,20.10,23.00,20.05,20.65,21.20,20.65,32,1600,33291.00,
532334,HB ESTATE DE,X ,Q,13.50,13.50,13.17,13.31,13.50,13.86,17,1777,23665.00,
532339,COMPUCOM SOF,B ,Q,9.64,9.64,9.00,9.46,9.46,9.40,55,21200,195209.00,
532341,IZMO        ,B ,Q,51.00,51.45,48.70,49.30,48.75,50.80,61,6068,301262.00,
532342,COMMEX TECH ,XT,Q,0.36,0.36,0.36,0.36,0.36,0.36,1,800,288.00,
532343,TVS MOTOR L ,A ,Q,475.15,475.50,467.55,472.70,472.70,476.70,840,51128,24128231.00,
532345,GATI LTD.   ,B ,Q,71.05,74.80,69.55,71.05,71.25,70.40,867,94181,6722902.00,
532348,SUBEX LTX   ,B ,Q,6.77,6.99,6.72,6.76,6.84,6.86,111,173933,1186345.00,
532349,TRANSPORT CO,B ,Q,302.95,302.95,300.00,300.85,301.70,299.15,6,12,3618.00,
532350,PADMALAYA TE,XT,Q,2.38,2.38,2.16,2.16,2.16,2.27,2,110,259.00,
532351,AKSH OPTIFIB,B ,Q,12.65,13.45,12.65,12.84,12.84,12.59,317,82738,1072815.00,
532354,VIRGOGLOB   ,X ,Q,1.91,1.91,1.91,1.91,1.91,1.82,6,3502,6688.00,
532356,TRIVENI ENGG,B ,Q,72.50,73.20,72.00,72.35,72.35,72.80,252,38466,2782525.00,
532357,MUKTA ARTS  ,B ,Q,42.80,43.00,41.65,42.80,43.00,42.55,20,668,28384.00,
532365,DYNACONS SYS,B ,Q,33.40,34.40,32.00,33.15,33.15,32.20,35,649,21775.00,
532366,PNB GILTS   ,B ,Q,34.10,34.55,33.50,33.85,33.55,34.20,54,6608,224597.00,
532368,BCG         ,T ,Q,4.55,4.57,4.25,4.54,4.54,4.37,30,19606,88368.00,
532369,RAMCO INDS. ,B ,Q,202.65,202.70,201.50,202.00,202.00,202.15,44,893,180543.00,
532370,RAMCO  SYSTM,B ,Q,229.10,229.10,222.50,224.35,222.50,229.95,129,2854,646003.00,
532371,TATA TELESER,B ,Q,4.31,4.31,4.31,4.31,4.31,4.53,20,10615,45750.00,
532372,VIRINCHI    ,X ,Q,77.00,79.45,77.00,78.30,78.30,77.35,52,7181,563454.00,
532373,WEPSOLN     ,X ,Q,20.00,20.25,20.00,20.00,20.00,20.25,12,1432,28844.00,
532374,STER TECH   ,A ,Q,192.80,197.80,192.30,196.15,196.15,191.75,7085,606762,118755267.00,
532375,TIPSINDUSTR ,B ,Q,58.85,58.85,58.00,58.10,58.10,58.20,4,275,16046.00,
532376,MRO-TEK     ,B ,Q,29.00,29.00,28.15,28.15,28.15,29.60,6,116,3267.00,
532380,BABA ARTS   ,X ,Q,3.36,3.75,3.36,3.37,3.37,3.44,5,602,2103.00,
532382,BALAJI TELE.,B ,Q,68.05,69.00,68.00,68.25,68.40,68.05,48,2274,154707.00,
532384,TYCHE INDS  ,X ,Q,64.95,69.95,64.20,64.95,64.20,64.85,17,5442,362516.00,
532386,CALIFORN.SOF,B ,Q,19.30,19.30,18.45,18.80,18.85,17.85,10,225,4235.00,
532387,PRITISHN COM,B ,Q,16.15,17.60,16.15,17.60,17.60,16.20,2,600,10125.00,
532388,INDIAN OVER.,A ,Q,11.81,11.93,11.75,11.82,11.85,11.81,113,27027,319802.00,
532390,TAJ GVK HOTL,B ,Q,189.00,190.50,185.80,189.60,188.50,187.60,15,142,26761.00,
532391,OPTO CIRCUIT,B ,Q,5.75,5.75,5.50,5.63,5.63,5.60,97,46399,261099.00,
532392,CREATIVE EYE,B ,Q,1.81,1.81,1.81,1.81,1.81,1.90,2,3500,6335.00,
532395,AXISCADES   ,B ,Q,66.45,66.65,64.10,65.05,64.10,66.30,92,85968,5592861.00,
532398,UMESL       ,B ,Q,2.25,2.25,2.15,2.15,2.15,2.15,5,1350,2967.00,
532400,BSOFT       ,A ,Q,93.80,93.95,90.25,91.20,91.40,94.35,1315,100517,9187031.00,
532404,SAVEN TECHNO,X ,Q,18.55,21.90,17.95,19.30,19.30,18.50,32,3703,69216.00,
532406,AVANTEL LTD ,X ,Q,259.35,267.00,257.95,259.10,258.00,259.85,25,1182,307069.00,
532407,MOSCHIP     ,X ,Q,17.95,18.60,17.15,17.85,17.85,17.95,45,27774,488863.00,
532408,MEGASOFT LTD,B ,Q,7.12,8.01,7.12,8.01,8.01,7.29,97,41541,330644.00,
532410,TRANSCORP IN,X ,Q,18.60,18.60,18.00,18.05,18.00,18.60,12,2038,36738.00,
532411,VISESH INFO.,T ,Q,0.19,0.19,0.19,0.19,0.19,0.19,5,2041,387.00,
532413,CEREBRA INTE,B ,Q,24.15,25.15,24.05,24.60,24.60,24.90,163,10617,260772.00,
532416,MID-DAY MULT,B ,Q,14.50,16.15,14.50,16.15,16.15,14.95,3,350,5540.00,
532418,ANDHRA BANK ,A ,Q,24.00,24.40,24.00,24.15,24.15,24.00,129,21777,526759.00,
532419,SMARTLINK   ,B ,Q,87.00,98.00,87.00,97.00,97.00,81.70,281,19673,1887967.00,
532424,GODREJ CONS ,A ,Q,683.50,683.50,677.95,681.40,681.40,685.50,482,25726,17522132.00,
532425,GENUSPRIME  ,XT,Q,3.08,3.08,3.08,3.08,3.08,3.24,4,3550,10934.00,
532430,BF UTILI    ,B ,Q,187.55,190.40,185.05,187.75,187.75,187.65,841,34038,6394804.00,
532432,UNITD SPR   ,B ,Q,561.00,577.90,556.40,572.65,572.65,562.25,2585,98340,56084965.00,
532435,SANINFRA    ,X ,Q,34.30,34.30,34.30,34.30,34.30,36.10,1,1,34.00,
532439,OLECTRA     ,B ,Q,202.85,208.85,202.80,204.05,204.05,208.65,83,3789,780032.00,
532440,MPS LTD     ,B ,Q,540.00,542.00,534.50,538.20,542.00,542.80,16,115,61907.00,
532443,CERA SANITAR,A ,Q,3017.50,3045.00,2962.00,2981.45,3045.00,3043.85,38,74,221352.00,
532454,BHARTI ARTL ,A ,Q,363.50,363.50,357.20,359.80,359.80,363.10,1180,86750,31218724.00,
532455,SHALIMAR WIR,X ,Q,12.48,12.48,11.26,11.50,11.26,12.45,4,151,1785.00,
532456,COMPUAGE INF,B ,Q,13.33,13.90,13.00,13.75,13.75,13.70,23,8258,113560.00,
532457,GULSHAN POLY,B ,Q,48.10,48.50,46.50,46.70,46.50,47.80,41,2745,129120.00,
532459,AUNDEFAZE   ,X ,Q,16.00,16.00,16.00,16.00,16.00,15.85,4,450,7200.00,
532460,PONNI SUG(ER,B ,Q,111.20,124.00,111.20,117.10,117.05,126.00,6,150,17569.00,
532461,PUNJAB NATIO,A ,Q,78.50,79.90,78.15,79.20,79.20,78.60,3887,1648906,130453900.00,
532466,ORACLE FIN  ,A ,Q,3296.80,3313.35,3285.90,3308.15,3301.00,3303.25,128,784,2591843.00,
532467,HAZ MUL PRO ,XT,Q,0.65,0.65,0.65,0.65,0.65,0.62,7,22750,14787.00,
532468,KAMAHOLDING ,B ,Q,5700.00,5700.05,5405.45,5494.85,5494.85,5530.00,16,43,235637.00,
532475,APTECH LTD  ,B ,Q,147.45,148.50,145.00,146.25,145.00,147.90,579,27389,4033365.00,
532477,UNION BANK L,A ,Q,74.00,75.05,73.40,74.45,74.45,74.15,1407,591383,43864605.00,
532478,UNITED BREWA,A ,Q,1357.25,1364.00,1342.70,1353.95,1353.95,1343.90,464,7840,10596569.00,
532479,ISMT LTD    ,B ,Q,6.55,6.69,6.00,6.60,6.60,6.85,41,16465,102733.00,
532480,ALLAHABAD BK,A ,Q,41.55,42.30,41.35,41.85,42.10,41.95,1038,309025,12921332.00,
532481,NOIDA-TOLL B,B ,Q,4.20,4.30,3.85,3.99,3.99,4.20,42,24359,100187.00,
532482,GRANULES (I),A ,Q,104.45,105.25,103.65,104.10,104.10,104.90,240,33763,3520508.00,
532483,CANARA BANK ,A ,Q,268.20,270.00,265.30,268.50,268.50,268.30,1672,206803,55358417.00,
532485,BALMER LA.IN,B ,Q,441.00,442.00,436.55,441.85,441.95,439.35,87,1595,701931.00,
532486,POKARNA LTD ,B ,Q,166.40,166.50,162.00,163.00,163.00,165.65,34,772,126234.00,
532488,DIVI'S LAB. ,A ,Q,1560.00,1560.00,1528.95,1535.60,1535.60,1559.05,890,17503,26989561.00,
532493,ASTRA MICRO ,B ,Q,90.80,92.40,90.20,90.80,90.80,90.35,298,25631,2335215.00,
532497,RADICOKHAIT ,A ,Q,293.80,293.80,282.00,285.00,285.00,293.80,1242,45129,12987903.00,
532500,MARUTISUZUK ,A ,Q,6973.00,6973.00,6830.00,6848.50,6848.50,6973.00,3391,28897,198744843.00,
532503,RAJAPAMILLS ,X ,Q,885.00,885.00,871.50,883.70,883.60,883.60,61,366,322356.00,
532504,NAVIN FLUORI,A ,Q,747.70,749.95,720.60,737.90,747.00,745.45,291,2315,1704126.00,
532505,UCOBANK     ,A ,Q,17.90,18.30,17.75,18.15,18.15,17.85,205,88542,1594727.00,
532507,BAG FIL MED ,B ,Q,4.10,4.28,4.06,4.10,4.10,4.03,31,17394,71294.00,
532508,JSL         ,B ,Q,35.85,38.50,35.85,38.35,38.35,35.80,401,69244,2627870.00,
532509,SUPRAJIT ENG,B ,Q,211.20,213.10,207.95,210.35,209.00,207.00,36,616,129249.00,
532511,EXCEL CROP. ,B ,Q,3150.00,3184.95,3133.15,3171.40,3182.95,3137.30,52,278,879462.00,
532513,TVSELE      ,B ,Q,189.00,189.05,184.20,184.85,184.85,187.40,449,13897,2587408.00,
532514,INDRA GAS   ,A ,Q,341.70,344.70,335.00,336.35,336.35,341.20,1210,82590,27961940.00,
532515,TV TODAY    ,B ,Q,273.40,275.00,264.10,265.25,269.00,268.15,130,2278,608210.00,
532521,PALRED      ,B ,Q,30.00,30.30,29.10,29.10,29.10,30.60,70,7760,226770.00,
532522,PETRONET LNG,A ,Q,242.25,243.00,238.40,239.30,239.30,243.25,1285,61085,14669150.00,
532523,BIOCON LTD. ,A ,Q,271.85,271.85,256.80,258.15,258.15,536.75,3923,263958,68977678.00,XB
532524,PTC INDIA   ,A ,Q,68.90,69.40,68.30,68.45,68.90,69.30,400,35517,2445726.00,
532525,BANK MAHA   ,B ,Q,16.60,16.65,15.95,16.40,16.40,16.50,626,95074,1558982.00,
532527,RK FORGINGS ,B ,Q,460.20,468.90,450.25,453.00,453.00,453.60,22,348,159515.00,
532528,DATAM GLOB  ,B ,Q,102.55,103.00,101.10,101.70,101.55,102.05,20,266,27084.00,
532529,NDTV        ,B ,Q,34.50,34.90,34.50,34.90,34.90,34.85,10,2370,82258.00,
532531,STAR        ,A ,Q,429.00,434.00,424.90,431.85,431.85,430.50,701,34350,14772236.00,
532532,JAIPRA      ,A ,Q,4.05,4.10,4.01,4.05,4.05,4.10,4311,661853,2674768.00,
532538,ULTRATECH CM,A ,Q,4598.90,4598.90,4536.10,4571.00,4584.75,4579.70,908,15115,69190767.00,
532539,MINDA IND   ,A ,Q,330.70,337.45,330.70,333.70,333.70,332.20,143,3268,1093455.00,
