SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
535204,MUKTA       ,X ,Q,11.31,11.31,11.31,11.31,11.31,11.90,4,26000,294060.00,
535205,MYSTICELE   ,X ,Q,2.76,3.04,2.76,3.01,3.04,2.90,8,11006,30518.00,
535217,HPC BIO     ,M ,Q,28.55,28.55,28.55,28.55,28.55,29.10,12,132000,3768600.00,
535267,COM FINCAP  ,X ,Q,8.70,8.75,8.35,8.68,8.69,8.73,61,14356,124588.00,
535276,SBISENSEX   ,B ,Q,419.80,419.80,416.07,417.16,416.75,419.80,61,2173,908607.00,
535322,REPCO HOME  ,A ,Q,380.50,380.70,370.00,372.10,371.25,378.70,161,6667,2495954.00,
535458,NRB IND BEA ,B ,Q,17.15,17.95,17.15,17.95,17.95,17.70,4,18,315.00,
535467,AIFL        ,Z ,Q,3.76,3.76,3.76,3.76,3.76,3.95,14,4581,17224.00,
535601,SREELEATHER ,B ,Q,190.00,195.00,190.00,195.00,195.00,192.00,6,50,9572.00,
535602,SHARDA MOTOR,B ,Q,1400.10,1402.15,1400.10,1401.55,1401.05,1380.00,8,24,33628.00,
535620,BINNY MILLS ,X ,Q,49.50,49.50,49.00,49.50,49.50,45.00,11,1050,51927.00,
535621,SV GLOBAL   ,X ,Q,51.05,51.05,51.05,51.05,51.05,53.50,1,1,51.00,
535648,JUSTDIAL    ,A ,Q,756.15,764.85,726.20,742.35,742.35,758.25,4331,194317,146293454.00,
535657,OONE        ,X ,Q,2.33,2.33,2.33,2.33,2.33,2.45,3,2600,6058.00,
535694,EDSL        ,X ,Q,0.36,0.36,0.36,0.36,0.36,0.36,3,1480,532.00,
535754,ORIENT CEM  ,A ,Q,112.00,112.00,109.00,109.30,109.00,113.20,132,5890,651691.00,
535755,ABFRL       ,A ,Q,213.25,215.75,208.00,209.95,208.00,214.55,437,16997,3627962.00,
535789,IBUL HSG FIN,A ,Q,709.90,709.90,662.30,672.10,672.10,694.30,38321,2128613,1451479455.00,
536128,VKJINFRA    ,XT,Q,0.41,0.41,0.41,0.41,0.41,0.43,13,21203,8693.00,
536170,KUSHAL      ,T ,Q,15.80,17.40,15.80,17.40,17.40,16.60,107,37232,634635.00,
536264,TIGER LOGS  ,X ,Q,85.95,88.00,85.00,86.05,86.70,85.95,108,6625,573950.00,
536493,JKAGRI GEN  ,X ,Q,763.00,763.00,695.00,698.15,695.00,705.20,54,687,484684.00,
536507,FUTLIF FAS  ,A ,Q,450.05,452.90,445.80,448.00,445.80,450.00,39,376,168771.00,
536659,PVVINFRA    ,XT,Q,29.90,29.90,27.50,29.40,29.25,28.50,78,61754,1788484.00,
536709,INDRENEW    ,X ,Q,19.80,19.80,18.50,18.70,18.70,19.80,6,842,15679.00,
536751,FIVEXTRADE  ,X ,Q,0.53,0.53,0.53,0.53,0.53,0.51,1,100,53.00,
536773,JIN POLY INV,T ,Q,28.90,28.90,28.90,28.90,28.90,29.45,2,50,1445.00,
536960,M100        ,B ,Q,18.49,18.50,18.11,18.15,18.15,18.20,14,8197,148882.00,
536974,CAPTAIN POLY,X ,Q,25.00,26.00,25.00,25.55,25.50,25.85,32,20737,528687.00,
537007,ICICINIFTY  ,B ,Q,123.90,124.31,123.18,123.57,123.75,124.22,163,7483,926927.00,
537008,ICICINF100  ,B ,Q,127.28,127.28,127.28,127.28,127.28,126.80,1,500,63640.00,
537069,ARNOLD HOLD ,X ,Q,7.70,7.75,7.65,7.65,7.65,7.70,7,5004,38505.00,
537253,SUNIL HEALTH,X ,Q,28.05,29.50,26.20,26.25,26.20,28.15,23,2259,62673.00,
537254,RCI IND     ,X ,Q,69.60,71.50,69.60,71.25,71.25,71.30,50,12351,876203.00,
537259,SUYOG TELE  ,X ,Q,427.10,510.00,427.10,492.30,492.30,474.00,56,4291,2021650.00,
537291,NATH BIOGEN ,B ,Q,429.75,430.00,424.00,428.30,429.90,431.20,57,2039,872758.00,
537292,AGRI TECH   ,B ,Q,56.00,58.60,53.10,55.60,54.90,54.00,136,3925,224395.00,
537326,CHEMTECH IND,T ,Q,7.74,7.74,7.74,7.74,7.74,7.74,1,50,387.00,
537483,RELCNX100   ,B ,Q,121.84,123.02,121.84,123.02,123.02,121.72,2,6,732.00,
537524,VIAANINDUS  ,XT,Q,6.81,6.81,6.20,6.25,6.25,6.49,45,8882,56907.00,
537536,DENIS CHEM  ,X ,Q,56.00,56.05,51.00,52.00,52.00,56.95,16,1765,97461.00,
537708,KOTAKNIFTY  ,B ,Q,122.33,123.00,120.25,121.70,123.00,122.17,37,951,116009.00,
537750,KIRAN VYPAR ,X ,Q,101.00,101.30,94.00,95.40,96.95,96.70,51,4744,462457.00,
537766,BCP LTD     ,B ,Q,44.40,44.95,41.35,42.55,42.55,44.25,1487,5573470,245440622.00,
537800,MANGALAM IND,XT,Q,0.38,0.42,0.38,0.38,0.42,0.40,17,32641,12403.00,
538019,OBI LTD     ,X ,Q,10.75,10.75,10.75,10.75,10.75,11.30,28,3730,40097.00,
538057,CPSE ETF    ,B ,Q,28.06,28.40,28.02,28.06,28.03,28.27,102,83967,2374762.00,
538092,JOONKTOLLEE ,X ,Q,131.00,131.05,131.00,131.00,131.00,137.00,3,135,17685.00,
538119,RNB DENIMS  ,B ,Q,36.50,36.50,36.50,36.50,36.50,37.10,1,5,182.00,
538128,WOMENS NEXT ,M ,Q,3.32,3.32,3.32,3.32,3.32,3.60,1,2000,6640.00,
538268,WONDERLA    ,B ,Q,293.90,299.70,290.00,292.00,290.00,293.90,45,837,244610.00,
538365,ADHUNIKIND  ,B ,Q,84.85,86.45,84.85,85.70,85.00,84.80,29,2382,204184.00,
538422,JACKSON     ,XT,Q,0.19,0.19,0.19,0.19,0.19,0.19,13,9900,1881.00,
538423,ALPS MOTOR  ,XT,Q,0.68,0.68,0.68,0.68,0.68,0.71,9,2280,1550.00,
538432,DIVINUS     ,XT,Q,23.50,23.60,23.50,23.60,23.60,23.50,6,4500,106180.00,
538476,CTL         ,X ,Q,3.80,3.94,3.74,3.94,3.94,3.89,3,1863,7067.00,
538521,CROWNTOURS  ,X ,Q,20.25,22.75,19.50,22.20,22.40,21.15,50,9265,201717.00,
538539,JTAPARIA    ,X ,Q,0.28,0.28,0.28,0.28,0.28,0.27,4,39,10.00,
538557,SAIBABA     ,X ,Q,11.10,11.10,11.10,11.10,11.10,11.65,6,715,7936.00,
538562,SKIPPER     ,B ,Q,57.50,59.75,57.50,58.15,58.15,58.70,40,1465,85173.00,
538566,APOLLOTRI   ,X ,Q,180.00,182.70,175.10,176.20,176.00,178.35,193,34499,6124035.00,
538567,GULFOIL LUB ,B ,Q,901.00,908.00,900.00,902.75,905.00,896.95,7,75,67703.00,
538569,TRIVENI ENT ,X ,Q,81.00,81.00,81.00,81.00,81.00,78.00,1,1,81.00,
538570,ACHAL       ,XT,Q,0.77,0.77,0.77,0.77,0.77,0.77,1,200,154.00,
538596,QUANTBUILD  ,XT,Q,7.25,7.25,7.25,7.25,7.25,7.25,1,30,217.00,
538598,VISHAL      ,B ,Q,330.05,331.00,328.00,330.00,328.00,329.00,153,320150,105649538.00,
538607,TOYAMIND    ,X ,Q,5.28,5.30,4.88,4.93,4.93,5.20,392,968343,5015923.00,
538610,UNISON      ,XT,Q,47.30,47.30,46.50,47.30,47.30,48.30,3,1010,47373.00,
538634,VRL         ,X ,Q,35.95,36.00,31.15,31.25,31.15,36.00,19,1410,44112.00,
538635,SNOWMAN     ,B ,Q,34.55,35.10,33.85,33.95,33.95,34.00,225,27382,942931.00,
538666,SHARDACROP  ,A ,Q,353.00,357.85,338.00,340.55,339.00,354.70,68,660,228604.00,
538683,RELSENSEX   ,B ,Q,421.07,421.07,420.00,420.00,420.00,420.77,3,30,12616.00,
538685,SHEMAROO    ,B ,Q,353.95,364.60,350.75,352.55,352.55,354.45,12,46,16265.00,
538706,ULTRACAB    ,X ,Q,53.50,54.00,51.50,51.50,51.50,54.30,16,3225,170798.00,
538708,ETIL        ,X ,Q,8.20,8.50,8.00,8.49,8.49,7.79,13,477,3839.00,
538713,ATISHAY     ,X ,Q,70.00,71.00,70.00,71.00,71.00,68.50,3,30,2114.00,
538715,DHABRIYA    ,X ,Q,55.00,55.00,54.00,54.00,54.00,55.00,11,3170,171431.00,
538730,PDSMFL      ,B ,Q,280.00,292.00,280.00,292.00,291.95,275.35,26,2623,736643.00,
538733,STARLIT     ,T ,Q,10.12,10.12,10.11,10.11,10.11,10.11,20,100000,1011500.00,
538742,PANACHE     ,X ,Q,32.00,32.00,32.00,32.00,32.00,32.00,10,4000,128000.00,
538765,JSHL        ,M ,Q,10.62,10.62,10.57,10.57,10.57,10.60,2,10000,105950.00,
538772,NIYOGIN     ,B ,Q,72.25,72.90,72.25,72.60,72.90,69.15,3,1000,72575.00,
538778,AKASHDEEP   ,XT,Q,48.00,49.00,44.60,44.60,44.60,46.90,6,19974,890883.00,
538787,GBFL        ,X ,Q,0.85,0.85,0.85,0.85,0.85,0.81,1,1,0.00,
538795,SAPPL       ,X ,Q,200.05,200.05,200.00,200.00,200.00,200.20,14,2765,553035.00,
538812,AANCHALISP  ,B ,Q,12.50,13.49,11.70,13.06,13.49,12.94,46,34577,432594.00,
538817,CAPPIPES    ,M ,Q,24.00,24.00,24.00,24.00,24.00,21.05,2,3000,72000.00,
538834,MEL         ,XT,Q,10.10,10.60,10.10,10.60,10.60,10.10,18,4892,51759.00,
538835,INTELLECT   ,A ,Q,265.80,277.50,265.80,274.30,274.30,265.05,1798,68100,18645391.00,
538836,MONTECARLO  ,B ,Q,306.45,311.00,305.70,308.85,308.85,307.90,59,582,178999.00,
538837,JSTL        ,X ,Q,30.00,30.00,24.30,27.65,27.60,28.00,18,2016,51628.00,
538858,CAMSONBIO   ,XT,Q,5.96,5.96,5.67,5.67,5.67,5.96,33,8869,50291.00,
538860,PANAFIC     ,X ,Q,0.44,0.48,0.44,0.48,0.48,0.44,13,35680,16460.00,
538882, EMERALD    ,X ,Q,11.25,11.25,10.19,10.58,11.18,10.72,4,170,1801.00,
538890,MKEXIM      ,XT,Q,12.45,12.45,12.05,12.39,12.39,11.86,6,201,2477.00,
538891,MCLOUD      ,X ,Q,30.00,30.75,30.00,30.65,30.70,30.60,4056,210021,6429593.00,
538896,KANCHI      ,XT,Q,276.00,289.50,276.00,281.25,281.25,275.95,89,6949,1963079.00,
538902,DHUN TEAIND ,B ,Q,206.70,206.70,201.60,203.55,201.60,203.30,4,46,9394.00,
538921,RAFL        ,M ,Q,174.00,174.00,174.00,174.00,174.00,168.00,1,1250,217500.00,
538922,COSYN       ,X ,Q,31.50,35.00,31.35,33.95,35.00,33.25,30,1527,50753.00,
538961,GENUSPAPER  ,B ,Q,6.31,6.40,6.28,6.39,6.39,6.51,33,17475,111258.00,
538962,MINDACORP   ,B ,Q,116.45,116.45,113.35,113.95,113.50,116.60,114,6851,781676.00,
538963,PACT        ,X ,Q,1.70,1.70,1.70,1.70,1.70,1.63,2,32,54.00,
538965,CONCORD     ,XT,Q,21.85,22.90,21.85,21.85,21.85,22.95,7,1002,21894.00,
538987,TALBROSENG  ,X ,Q,121.00,121.10,120.10,121.10,121.10,124.95,6,54,6509.00,
538992,SAPL        ,X ,Q,300.00,300.00,300.00,300.00,300.00,300.00,1,1,300.00,
539006,PTCIL       ,X ,Q,428.50,428.50,427.50,427.50,427.50,450.00,12,614,262487.00,
539009,GBLIL       ,X ,Q,8.34,8.34,8.34,8.34,8.34,8.51,12,1269,10583.00,
539012,MEGRISOFT   ,XT,Q,13.95,13.95,13.95,13.95,13.95,13.29,16,15032,209696.00,
539015,ORTEL       ,T ,Q,2.70,2.98,2.70,2.98,2.98,2.84,5,5052,13654.00,
539017,ASHFL       ,B ,Q,50.00,50.50,47.00,49.25,48.55,49.70,12,1196,56608.00,
539018,BEEKAY      ,X ,Q,282.00,290.00,281.10,282.00,282.00,288.00,10,736,208348.00,
539026,SSPNFIN     ,M ,Q,33.90,33.90,33.90,33.90,33.90,33.00,3,24000,813600.00,
539031,SETFBSE100  ,B ,Q,127.00,127.00,123.05,123.25,123.25,129.00,22,37187,4611757.00,
539032,FRASER      ,XT,Q,6.52,7.00,6.52,7.00,7.00,6.86,5,6000,39520.00,
539040,TTIL        ,XT,Q,1.57,1.57,1.57,1.57,1.57,1.57,1,1,1.00,
539042,AGIIL       ,T ,Q,60.90,60.90,60.90,60.90,60.90,58.00,6,65,3958.00,
539044,MANAKSTELTD ,B ,Q,18.00,18.00,17.15,17.95,18.00,18.50,11,2120,37945.00,
539045,MNKALCOLTD  ,B ,Q,5.91,6.90,5.91,6.83,6.75,6.79,4,47,301.00,
539046,MNKCMILTD   ,B ,Q,4.98,5.18,4.75,5.10,5.18,4.98,6,194,969.00,
539056,ADLABS      ,B ,Q,6.10,6.15,5.75,6.02,6.09,6.03,42,53193,324224.00,
539083,INOXWIND    ,A ,Q,68.70,69.00,68.25,68.35,68.35,68.25,46,1776,121512.00,
539098,FILTRA      ,M ,Q,15.50,15.50,15.50,15.50,15.50,15.80,1,9000,139500.00,
539113,PML         ,X ,Q,1594.00,1618.95,1506.00,1537.35,1535.00,1594.00,16,48,75361.00,
539118,VRLLOG      ,B ,Q,293.75,293.75,286.45,287.65,287.10,291.50,58,767,221504.00,
539122,BODHTREE    ,X ,Q,38.05,38.05,35.10,35.60,36.50,35.90,35,22625,804110.00,
539123,VBIND       ,X ,Q,2.84,2.84,2.84,2.84,2.84,2.89,3,3,8.00,
539126,MEP         ,B ,Q,35.15,35.65,33.85,34.50,34.00,35.30,80,6033,210649.00,
539132,VEGETABLE   ,X ,Q,3.55,4.09,3.55,3.61,3.61,3.99,4,5106,18305.00,
539141,UFO         ,B ,Q,202.00,205.35,191.30,199.30,195.05,205.00,186,2647,535243.00,
539143,PANTH       ,X ,Q,106.50,108.25,106.00,108.20,108.25,106.15,205,73775,7919713.00,
539148,SHIVALIK    ,X ,Q,273.00,278.80,263.10,271.35,273.95,272.40,51,1645,441814.00,
539150,PNCINFRA    ,A ,Q,206.25,210.00,205.00,206.70,206.40,205.80,191,5647,1169424.00,
539151,ARFIN       ,X ,Q,108.30,117.00,105.15,116.25,117.00,111.25,38,34329,3775129.00,
539176,HAWAENG     ,XT,Q,29.00,30.45,29.00,30.45,30.45,30.30,2,120,3509.00,
539177,AIIL        ,X ,Q,27.50,33.60,27.50,31.45,31.45,30.55,11,4760,147561.00,
539195,POEL        ,X ,Q,34.50,36.85,34.15,34.65,36.85,36.95,11,383,13262.00,
539196,AEL         ,X ,Q,10.00,10.00,10.00,10.00,10.00,10.00,1,10,100.00,
539197,DEVHARI     ,XT,Q,5.48,5.48,4.96,5.40,5.40,5.22,29,108804,585810.00,
539201,SATIA       ,X ,Q,715.00,731.00,699.00,706.35,704.00,721.55,78,3450,2451234.00,
539207,MANPASAND   ,A ,Q,32.60,32.60,32.60,32.60,32.60,34.30,32,5827,189960.00,
539216,JUNCTION    ,M ,Q,33.00,33.00,33.00,33.00,33.00,33.00,2,8000,264000.00,
539219,MUL         ,X ,Q,214.80,215.00,197.00,211.00,214.80,218.80,97,6033,1254230.00,
539220,MISHKA      ,T ,Q,29.20,29.20,29.10,29.20,29.20,29.20,4,1550,45210.00,
539221,SPORTKING   ,XT,Q,367.45,367.45,367.45,367.45,367.45,386.75,6,104,38214.00,
539223,AMBITION    ,T ,Q,14.75,14.75,14.75,14.75,14.75,15.50,7,425,6268.00,
539225,JIYAECO     ,B ,Q,84.50,84.50,79.10,80.40,80.40,84.85,3359,696515,56850338.00,
539226,RUDRA       ,T ,Q,88.00,97.15,88.00,88.00,88.00,92.55,5,63,5653.00,
539228,GGPL        ,B ,Q,69.90,70.00,69.85,69.95,69.95,69.85,56,2792,195216.00,
539229,MRSS        ,M ,Q,18.95,18.95,18.95,18.95,18.95,19.90,6,3600,68220.00,
539235,GPL         ,X ,Q,296.00,296.00,296.00,296.00,296.00,296.50,2,225,66600.00,
539251,BALKRISHNA  ,B ,Q,30.60,30.60,30.60,30.60,30.60,30.75,1,30,918.00,
539252,SCFL        ,B ,Q,5.25,5.35,5.25,5.33,5.35,5.01,2,50,266.00,
539254,ADANITRANS  ,A ,Q,236.60,240.00,229.00,232.35,232.35,234.65,898,34670,8128799.00,
539267,DRHABEEB    ,XT,Q,31.00,31.00,31.00,31.00,31.00,30.00,2,300,9300.00,
539268,SYNGENE     ,A ,Q,353.00,368.10,321.00,326.55,326.55,352.95,3013,54804,18917470.00,
539276,KAYA        ,B ,Q,591.00,595.00,590.50,593.20,594.85,594.15,20,63,37402.00,
539287,ORTINLAABS  ,B ,Q,14.60,14.70,14.00,14.22,14.10,14.70,48,10641,152228.00,
539289,MJCO        ,B ,Q,494.00,499.80,487.00,491.40,487.00,494.25,130,1290,636566.00,
539290,BINDALAGRO  ,B ,Q,13.99,14.13,13.50,13.60,13.60,14.30,86,8839,121567.00,
539300,AKSPINTEX   ,X ,Q,29.20,29.20,29.20,29.20,29.20,30.70,1,30,876.00,
539301,ARVSMART    ,B ,Q,108.10,110.50,108.10,109.50,109.50,110.20,13,480,52462.00,
539302,POWERMECH   ,B ,Q,981.00,981.00,951.00,960.65,960.65,964.55,150,1234,1204094.00,
539309,RAMASTEEL   ,B ,Q,100.50,104.90,100.00,100.65,100.00,101.80,20,641,64835.00,
539310,TISL        ,B ,Q,2.79,2.80,2.35,2.72,2.75,2.57,397,3374530,8791476.00,
539312,UTISENSETF  ,B ,Q,417.30,417.30,417.30,417.30,417.30,416.55,1,15,6259.00,
539331,VETO        ,B ,Q,68.80,68.80,65.75,66.40,66.40,65.65,169,4319,288881.00,
539332,NAVKARCORP  ,A ,Q,31.60,31.60,30.70,30.95,30.95,31.60,160,12492,388187.00,
539334,SHREEPUSHK  ,B ,Q,126.50,128.20,125.10,126.60,126.60,128.95,165,4318,547256.00,
539336,GUJGAS      ,A ,Q,183.50,185.55,180.00,184.45,184.45,181.95,716,23527,4318343.00,
539351,PRABHAT     ,B ,Q,60.70,61.75,58.75,60.80,59.50,60.95,53,7576,458929.00,
539353,SWARAJAUTO  ,X ,Q,199.00,200.00,191.35,197.05,197.00,200.00,47,1417,277929.00,
539354,POLYSPIN    ,X ,Q,110.05,120.00,110.05,115.50,115.50,110.30,16,783,91525.00,
539359,PRITIKAUTO  ,X ,Q,120.10,120.95,119.30,119.90,119.85,119.90,46,17995,2157662.00,
539363,SKC         ,Z ,Q,15.45,15.45,15.45,15.45,15.45,16.25,3,2100,32445.00,
539384,KRISHNACAP  ,XT,Q,5.38,5.42,5.38,5.38,5.38,5.63,4,2000,10768.00,
539404,SATIN       ,B ,Q,301.30,310.00,295.00,298.80,295.10,299.65,70,1041,313606.00,
539407,GENCON      ,X ,Q,119.05,123.00,117.00,119.50,123.00,119.05,58,12785,1515230.00,
539410,WELCON      ,X ,Q,5.62,5.62,5.10,5.10,5.10,5.36,5,1003,5116.00,
539428,TEJNAKSH    ,B ,Q,73.00,73.05,67.00,68.80,67.15,71.85,15,3272,238553.00,
539436,COFFEEDAY   ,A ,Q,226.00,228.00,225.10,225.35,225.15,225.60,49,56464,12763381.00,
539437,IDFCFIRSTB  ,A ,Q,42.00,42.60,41.45,41.70,41.70,42.00,1313,719423,30264238.00,
539447,BEARDSELL   ,B ,Q,18.95,18.95,13.25,14.10,14.10,15.90,14,15433,251254.00,
539448,INDIGO      ,A ,Q,1694.00,1694.00,1641.00,1645.45,1643.40,1673.25,1418,36430,60437234.00,
539450,SHK         ,B ,Q,141.85,142.00,140.00,140.25,140.25,141.25,52,5241,735892.00,
539455,DASL        ,XT,Q,20.95,20.95,20.95,20.95,20.95,22.05,28,5750,120462.00,
539479,GTV         ,X ,Q,30.40,30.40,30.40,30.40,30.40,29.00,1,50,1520.00,
539480,LICNETFN50  ,B ,Q,124.09,124.09,124.09,124.09,124.09,124.13,2,33,4094.00,
539486,GEETANJ     ,XT,Q,1.85,1.91,1.85,1.91,1.91,1.85,5,480,897.00,
539515,GMLM        ,XT,Q,82.00,82.20,75.00,82.00,82.00,78.30,49,26641,2187424.00,
539516,HDFCNIFETF  ,B ,Q,1241.97,1241.97,1240.52,1240.52,1240.52,1241.00,2,4,4963.00,
539517,SXETF       ,B ,Q,4159.57,4161.57,4151.20,4151.20,4151.20,4130.00,8,38,157827.00,
539518,UDAYJEW     ,X ,Q,64.00,64.00,62.50,62.50,62.50,68.95,11,250,15702.00,
539519,MAYUKH      ,XT,Q,13.40,13.40,13.40,13.40,13.40,13.30,1,9400,125960.00,
539520,SHAILJA     ,X ,Q,9.24,10.02,9.24,9.88,10.02,9.72,46,38603,362018.00,
539523,ALKEM       ,A ,Q,1792.30,1824.50,1745.00,1813.55,1767.05,1796.70,167,741,1344341.00,
539524,LALPATHLAB  ,A ,Q,1080.00,1107.15,1069.15,1084.20,1088.60,1085.05,315,1447,1567287.00,
539525,NAVKETAN    ,X ,Q,0.19,0.19,0.19,0.19,0.19,0.20,1,5000,950.00,
539528,AAYUSH      ,X ,Q,27.00,27.95,26.70,26.70,26.70,27.00,3,534,14417.00,
539542,LUXIND      ,A ,Q,1279.60,1300.00,1270.80,1291.75,1300.00,1270.25,159,693,892679.00,
539545,APOORVA     ,X ,Q,16.55,16.55,16.55,16.55,16.55,16.60,1,50,827.00,
539551,NH          ,B ,Q,229.00,231.15,220.45,223.35,225.00,230.00,166,1119,252000.00,
539574,SCL         ,X ,Q,11.25,11.25,11.25,11.25,11.25,11.84,3,160,1800.00,
539594,MISHTANN    ,X ,Q,49.35,49.35,49.35,49.35,49.35,50.35,12,333,16433.00,
539595,NATECO      ,XT,Q,13.56,13.56,12.28,12.28,12.28,12.92,4,201,2687.00,
539596,DELTA       ,XT,Q,4.25,4.25,4.25,4.25,4.25,4.33,1,5,21.00,
539597,JSLHISAR    ,A ,Q,79.00,80.55,79.00,79.55,79.90,80.20,55,5464,436666.00,
539620,AINFRA      ,X ,Q,35.85,35.85,32.45,34.50,34.50,34.15,14,1069,35873.00,
539621,BCLENTERPR  ,X ,Q,23.50,23.50,21.00,23.50,23.50,23.10,420,65386,1445450.00,
539636,PRECAM      ,B ,Q,66.05,66.05,64.70,64.75,64.75,65.15,13,924,59859.00,
539658,TEAMLEASE   ,A ,Q,2975.00,3110.00,2975.00,3092.55,3095.00,2989.05,340,1052,3246619.00,
539659,VIDLI       ,M ,Q,17.50,17.50,17.50,17.50,17.50,17.50,1,2000,35000.00,
539660,SAHYOGMULT  ,X ,Q,50.00,51.30,50.00,51.20,51.30,50.75,72,8987,457785.00,
539678,QUICKHEAL   ,B ,Q,177.75,178.95,175.00,175.70,175.70,178.55,512,16503,2913489.00,
539686,KPEL        ,B ,Q,197.50,197.50,197.50,197.50,197.50,192.95,1,100,19750.00,
539692,IFINSER     ,XT,Q,23.70,23.70,23.70,23.70,23.70,24.90,1,198,4692.00,
539725,GOKULAGRO   ,B ,Q,15.30,16.00,15.10,15.92,15.90,15.49,61,40518,638459.00,
539730,FREDUN      ,X ,Q,419.95,446.90,419.95,441.50,440.75,440.20,129,3572,1545705.00,
539742,SIMBHALS    ,B ,Q,8.05,8.29,8.05,8.15,8.29,8.85,12,2602,21200.00,
539770,DARJEELING  ,X ,Q,99.20,99.95,96.35,98.15,98.15,98.65,158,172651,16889616.00,
539784,LICNFNHGP   ,B ,Q,123.89,123.89,123.89,123.89,123.89,125.00,1,10,1238.00,
539785,PDMJEPAPER  ,B ,Q,13.00,13.47,12.71,12.75,12.71,13.16,58,9038,117154.00,
539787,HCG         ,B ,Q,172.00,172.00,167.00,170.95,168.00,174.90,53,314,53823.00,
539798,UMIYA       ,T ,Q,7.85,8.46,7.66,7.75,7.90,8.06,46,23834,185441.00,
539799,BHARATWIRE  ,B ,Q,35.00,36.70,34.35,36.05,35.90,37.00,81,3802,134597.00,
539807,INFIBEAM    ,A ,Q,45.15,47.40,45.10,46.10,46.10,45.65,1437,1275844,59292749.00,
539814,RADHEY      ,XT,Q,18.20,18.50,18.20,18.20,18.20,18.20,15,5410,99960.00,
539835,SUPERIOR    ,XT,Q,17.10,17.10,17.10,17.10,17.10,16.31,1,100,1710.00,
539841,LANCER      ,T ,Q,68.00,68.15,62.50,63.00,63.00,65.00,15,2427,154403.00,
539844,EQUITAS     ,A ,Q,139.30,143.55,135.70,136.40,136.40,137.15,2891,374400,52183419.00,
539861,SKIL        ,T ,Q,9.22,9.22,9.22,9.22,9.22,9.54,2,5800,53476.00,
539871,THYROCARE   ,A ,Q,477.00,482.00,472.25,478.70,478.90,480.10,435,6199,2956409.00,
539872,BAJAJHCARE  ,B ,Q,219.95,219.95,219.95,219.95,219.95,218.35,3,6,1319.00,
539874,UJJIVAN     ,A ,Q,345.00,345.70,334.50,336.10,336.10,338.80,1558,116659,39675641.00,
539875,RSDFIN      ,X ,Q,54.30,54.30,54.30,54.30,54.30,51.75,1,100,5430.00,
539876,CROMPTON    ,A ,Q,234.35,236.25,230.15,231.60,230.20,234.45,450,11868,2779453.00,
539883,PILANIINVS  ,B ,Q,2470.00,2470.00,2395.00,2412.30,2400.00,2437.15,55,1694,4093366.00,
539884,DARSHANORNA ,B ,Q,37.00,37.80,35.45,36.85,36.90,36.00,51,3903,141393.00,
539889,PARAGMILK   ,A ,Q,245.50,245.65,243.25,244.45,243.25,246.20,147,4378,1072826.00,
539917,NAGARFERT   ,B ,Q,5.85,5.90,5.76,5.80,5.80,5.90,33,8829,51174.00,
539939,YASHCHEM    ,B ,Q,101.40,101.40,96.00,97.00,97.75,98.05,91,11476,1117853.00,
539940,MAXVIL      ,B ,Q,45.20,45.20,44.50,44.75,44.50,44.65,9,82,3677.00,
539945,ICICINV20   ,B ,Q,57.54,57.54,57.45,57.45,57.45,57.51,2,405,23267.00,
539956,TAALENT     ,X ,Q,271.80,271.80,260.00,260.00,260.00,260.00,3,205,53364.00,
539957,MGL         ,A ,Q,872.00,888.60,871.20,874.10,874.10,878.75,668,10395,9147460.00,
539962,QFSL        ,XT,Q,0.19,0.19,0.19,0.19,0.19,0.19,3,3125,593.00,
539978,QUESS       ,A ,Q,624.00,634.95,609.00,614.40,614.40,619.60,282,2450,1529154.00,
539979,DIGJAMLTD   ,T ,Q,2.77,2.87,2.72,2.81,2.81,2.77,24,11353,31961.00,
539980,ICICIMCAP   ,B ,Q,65.30,65.56,64.00,65.56,65.56,66.00,9,504,32335.00,
539981,MAXINDIA    ,A ,Q,64.10,66.85,63.85,65.35,65.35,65.15,62,3125,204858.00,
539982,ASYL        ,M ,Q,21.50,21.50,21.50,21.50,21.50,21.25,2,5750,123625.00,
539984,HUIL        ,X ,Q,690.00,690.00,627.00,665.00,665.00,647.00,4,38,25439.00,
539985,TITAANIUM   ,M ,Q,5.10,5.10,5.10,5.10,5.10,4.90,1,8000,40800.00,
539986,COMSYN      ,B ,Q,50.10,53.00,50.10,51.20,52.95,51.50,4,1100,55847.00,
539992,LLOYDSTEEL  ,B ,Q,0.57,0.57,0.55,0.55,0.56,0.56,83,152197,84701.00,
540005,LTI         ,A ,Q,1777.00,1788.35,1755.40,1770.00,1770.00,1758.00,951,30759,54465527.00,
540006,EASTWEST    ,X ,Q,122.00,122.05,118.00,118.90,118.00,120.60,23,3400,408517.00,
540023,COLORCHIPS  ,X ,Q,37.35,39.30,37.35,39.25,39.30,37.45,3,25,971.00,
540024,ASHARI      ,XT,Q,18.25,18.70,18.10,18.70,18.70,18.25,115,27860,514361.00,
540025,ADVENZYMES  ,A ,Q,188.80,188.80,181.00,182.25,182.50,186.40,312,8907,1629683.00,
540027,PTIL        ,T ,Q,425.00,425.00,422.70,423.50,423.50,423.50,25,5630,2391755.00,
